Baud rate 2400, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
 3616.0000, 3.2862647018, 1.45987, 1.14578
 3624.0000, 3.1687351685, 1.44025, 1.12559
 3632.0000, 3.0460621318, 1.42005, 1.10518
 3640.0000, 2.9180611083, 1.39927, 1.08456
 3648.0000, 2.7845363146, 1.37793, 1.06372
 3656.0000, 2.6452795892, 1.35601, 1.04267
 3664.0000, 2.5000691878, 1.33353, 1.02141
 3672.0000, 2.3486684342, 1.31049, 0.99995
 3680.0000, 2.1908242056, 1.28689, 0.97829
 3688.0000, 2.0262652268, 1.26274, 0.95644
 3696.0000, 1.8547001436, 1.23804, 0.93439
 3704.0000, 1.6758153404, 1.21280, 0.91216
 3712.0000, 1.4892724591, 1.18704, 0.88975
 3720.0000, 1.2947055699, 1.16074, 0.86715
 3728.0000, 1.0917179325, 1.13393, 0.84439
 3736.0000, 0.8798782749, 1.10661, 0.82145
 3744.0000, 0.6587165000, 1.07879, 0.79834
 3752.0000, 0.4277187122, 1.05048, 0.77508
 3760.0000, 0.1863214281, 1.02168, 0.75166
 3768.0000, -0.0660951924, 0.99242, 0.72808
 3776.0000, -0.3302153028, 0.96270, 0.70436
 3784.0000, -0.6067967729, 0.93252, 0.68049
 3792.0000, -0.8966823663, 0.90192, 0.65649
 3800.0000, -1.2008131097, 0.87088, 0.63235
 3808.0000, -1.5202443916, 0.83944, 0.60808
 3816.0000, -1.8561654884, 0.80759, 0.58369
 3824.0000, -2.2099234315, 0.77536, 0.55918
 3832.0000, -2.5830524304, 0.74276, 0.53456
 3840.0000, -2.9773104779, 0.70980, 0.50982
 3848.0000, -3.3947253510, 0.67649, 0.48498
 3856.0000, -3.8376530596, 0.64286, 0.46005
 3864.0000, -4.3088530187, 0.60892, 0.43501
 3872.0000, -4.8115860336, 0.57467, 0.40989
 3880.0000, -5.3497439506, 0.54015, 0.38468
 3888.0000, -5.9280241054, 0.50536, 0.35940
 3896.0000, -6.5521685316, 0.47032, 0.33404
 3904.0000, -7.2292991100, 0.43505, 0.30861
 3912.0000, -7.9683988948, 0.39956, 0.28311
 3920.0000, -8.7810234967, 0.36387, 0.25756
 3928.0000, -9.6823885567, 0.32801, 0.23196
 3936.0000, -10.6931004250, 0.29197, 0.20631
 3944.0000, -11.8420485791, 0.25580, 0.18061
 3952.0000, -13.1715428113, 0.21949, 0.15488
 3960.0000, -14.7471766335, 0.18308, 0.12912
 3968.0000, -16.6788373011, 0.14657, 0.10332
 3976.0000, -19.1725248001, 0.11000, 0.07751
 3984.0000, -22.6907157703, 0.07336, 0.05168
 3992.0000, -28.7091349680, 0.03669, 0.02584
 4000.0000, -301.5853439704, 0.00000, 0.00000

Magnitude at band edges

    0.0900 1.00000E+00
    0.1200 1.00000E+00
    0.0900 1.00000E+00
    0.1200 1.00000E+00
    0.2400 1.16965E+00
    0.3600 1.61092E+00
    0.2400 1.16965E+00
    0.3600 1.61092E+00
Baud rate 2400, high carrier filter 9, 2.0dB to 2.0dB+4.0dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
    0.0000, -0.0231638529, 0.99734, 0.90113
    8.0000, -0.0231520531, 0.99734, 0.90116
   16.0000, -0.0231166836, 0.99734, 0.90125
   24.0000, -0.0230578338, 0.99735, 0.90141
   32.0000, -0.0229756523, 0.99736, 0.90163
   40.0000, -0.0228703466, 0.99737, 0.90192
   48.0000, -0.0227421820, 0.99739, 0.90227
   56.0000, -0.0225914812, 0.99740, 0.90268
   64.0000, -0.0224186228, 0.99742, 0.90316
   72.0000, -0.0222240403, 0.99744, 0.90369
   80.0000, -0.0220082204, 0.99747, 0.90429
   88.0000, -0.0217717014, 0.99750, 0.90495
   96.0000, -0.0215150718, 0.99753, 0.90567
  104.0000, -0.0212389675, 0.99756, 0.90646
  112.0000, -0.0209440705, 0.99759, 0.90730
  120.0000, -0.0206311060, 0.99763, 0.90820
  128.0000, -0.0203008403, 0.99767, 0.90916
  136.0000, -0.0199540782, 0.99771, 0.91018
  144.0000, -0.0195916600, 0.99775, 0.91126
  152.0000, -0.0192144593, 0.99779, 0.91239
  160.0000, -0.0188233795, 0.99784, 0.91358
  168.0000, -0.0184193510, 0.99788, 0.91483
  176.0000, -0.0180033283, 0.99793, 0.91613
  184.0000, -0.0175762866, 0.99798, 0.91749
  192.0000, -0.0171392190, 0.99803, 0.91890
  200.0000, -0.0166931324, 0.99808, 0.92036
  208.0000, -0.0162390454, 0.99813, 0.92187
  216.0000, -0.0157779838, 0.99819, 0.92343
  224.0000, -0.0153109783, 0.99824, 0.92504
  232.0000, -0.0148390605, 0.99829, 0.92670
  240.0000, -0.0143632598, 0.99835, 0.92841
  248.0000, -0.0138846002, 0.99840, 0.93017
  256.0000, -0.0134040972, 0.99846, 0.93196
  264.0000, -0.0129227543, 0.99851, 0.93381
  272.0000, -0.0124415600, 0.99857, 0.93569
  280.0000, -0.0119614850, 0.99862, 0.93762
  288.0000, -0.0114834787, 0.99868, 0.93958
  296.0000, -0.0110084670, 0.99873, 0.94159
  304.0000, -0.0105373492, 0.99879, 0.94363
  312.0000, -0.0100709952, 0.99884, 0.94571
  320.0000, -0.0096102435, 0.99889, 0.94782
  328.0000, -0.0091558982, 0.99895, 0.94997
  336.0000, -0.0087087275, 0.99900, 0.95215
  344.0000, -0.0082694609, 0.99905, 0.95436
  352.0000, -0.0078387878, 0.99910, 0.95660
  360.0000, -0.0074173558, 0.99915, 0.95887
  368.0000, -0.0070057687, 0.99919, 0.96116
  376.0000, -0.0066045854, 0.99924, 0.96348
  384.0000, -0.0062143189, 0.99928, 0.96583
  392.0000, -0.0058354349, 0.99933, 0.96819
  400.0000, -0.0054683513, 0.99937, 0.97058
  408.0000, -0.0051134374, 0.99941, 0.97298
  416.0000, -0.0047710135, 0.99945, 0.97540
  424.0000, -0.0044413511, 0.99949, 0.97784
  432.0000, -0.0041246723, 0.99953, 0.98029
  440.0000, -0.0038211502, 0.99956, 0.98276
  448.0000, -0.0035309095, 0.99959, 0.98523
  456.0000, -0.0032540268, 0.99963, 0.98772
  464.0000, -0.0029905319, 0.99966, 0.99021
  472.0000, -0.0027404078, 0.99968, 0.99271
  480.0000, -0.0025035931, 0.99971, 0.99522
  488.0000, -0.0022799823, 0.99974, 0.99772
  496.0000, -0.0020694279, 0.99976, 1.00023
  504.0000, -0.0018717421, 0.99978, 1.00274
  512.0000, -0.0016866982, 0.99981, 1.00525
  520.0000, -0.0015140331, 0.99983, 1.00775
  528.0000, -0.0013534492, 0.99984, 1.01025
  536.0000, -0.0012046169, 0.99986, 1.01274
  544.0000, -0.0010671766, 0.99988, 1.01523
  552.0000, -0.0009407417, 0.99989, 1.01770
  560.0000, -0.0008249010, 0.99991, 1.02017
  568.0000, -0.0007192212, 0.99992, 1.02262
  576.0000, -0.0006232501, 0.99993, 1.02505
  584.0000, -0.0005365191, 0.99994, 1.02748
  592.0000, -0.0004585464, 0.99995, 1.02988
  600.0000, -0.0003888396, 0.99996, 1.03226
  608.0000, -0.0003268989, 0.99996, 1.03463
  616.0000, -0.0002722198, 0.99997, 1.03697
  624.0000, -0.0002242962, 0.99997, 1.03929
  632.0000, -0.0001826231, 0.99998, 1.04158
  640.0000, -0.0001467000, 0.99998, 1.04385
  648.0000, -0.0001160327, 0.99999, 1.04609
  656.0000, -0.0000901368, 0.99999, 1.04830
  664.0000, -0.0000685401, 0.99999, 1.05048
  672.0000, -0.0000507850, 0.99999, 1.05262
  680.0000, -0.0000364306, 1.00000, 1.05474
  688.0000, -0.0000250555, 1.00000, 1.05682
  696.0000, -0.0000162592, 1.00000, 1.05886
  704.0000, -0.0000096644, 1.00000, 1.06087
  712.0000, -0.0000049184, 1.00000, 1.06284
  720.0000, -0.0000016946, 1.00000, 1.06477
  728.0000, 0.0000003063, 1.00000, 1.06665
  736.0000, 0.0000013553, 1.00000, 1.06850
  744.0000, 0.0000016946, 1.00000, 1.07030
  752.0000, 0.0000015369, 1.00000, 1.07206
  760.0000, 0.0000010654, 1.00000, 1.07378
  768.0000, 0.0000004342, 1.00000, 1.07544
  776.0000, -0.0000002317, 1.00000, 1.07707
  784.0000, -0.0000008353, 1.00000, 1.07864
  792.0000, -0.0000013062, 1.00000, 1.08016
  800.0000, -0.0000015997, 1.00000, 1.08164
  808.0000, -0.0000016946, 1.00000, 1.08306
  816.0000, -0.0000015910, 1.00000, 1.08443
  824.0000, -0.0000013077, 1.00000, 1.08575
  832.0000, -0.0000008797, 1.00000, 1.08702
  840.0000, -0.0000003542, 1.00000, 1.08823
  848.0000, 0.0000002125, 1.00000, 1.08939
  856.0000, 0.0000007594, 1.00000, 1.09049
  864.0000, 0.0000012251, 1.00000, 1.09154
  872.0000, 0.0000015525, 1.00000, 1.09253
  880.0000, 0.0000016946, 1.00000, 1.09347
  888.0000, 0.0000016192, 1.00000, 1.09435
  896.0000, 0.0000013156, 1.00000, 1.09517
  904.0000, 0.0000008005, 1.00000, 1.09593
  912.0000, 0.0000001247, 1.00000, 1.09664
  920.0000, -0.0000006195, 1.00000, 1.09729
  928.0000, -0.0000012916, 1.00000, 1.09788
  936.0000, -0.0000016946, 1.00000, 1.09841
  944.0000, -0.0000015673, 1.00000, 1.09888
  952.0000, -0.0000005758, 1.00000, 1.09930
  960.0000, 0.0000016946, 1.00000, 1.09966
  968.0000, 0.0000057490, 1.00000, 1.09995
  976.0000, 0.0000121912, 1.00000, 1.10019
  984.0000, 0.0000217339, 1.00000, 1.10037
  992.0000, 0.0000352075, 1.00000, 1.10050
 1000.0000, 0.0000535701, 1.00001, 1.10056
 1008.0000, 0.0000779175, 1.00001, 1.10057
 1016.0000, 0.0001094933, 1.00001, 1.10052
 1024.0000, 0.0001496985, 1.00002, 1.10041
 1032.0000, 0.0002001026, 1.00002, 1.10025
 1040.0000, 0.0002624531, 1.00003, 1.10003
 1048.0000, 0.0003386864, 1.00004, 1.09976
 1056.0000, 0.0004309375, 1.00005, 1.09943
 1064.0000, 0.0005415511, 1.00006, 1.09904
 1072.0000, 0.0006730910, 1.00008, 1.09861
 1080.0000, 0.0008283508, 1.00010, 1.09812
 1088.0000, 0.0010103634, 1.00012, 1.09758
 1096.0000, 0.0012224115, 1.00014, 1.09698
 1104.0000, 0.0014680362, 1.00017, 1.09634
 1112.0000, 0.0017510472, 1.00020, 1.09565
 1120.0000, 0.0020755317, 1.00024, 1.09491
 1128.0000, 0.0024458626, 1.00028, 1.09412
 1136.0000, 0.0028667075, 1.00033, 1.09328
 1144.0000, 0.0033430365, 1.00038, 1.09240
 1152.0000, 0.0038801296, 1.00045, 1.09148
 1160.0000, 0.0044835837, 1.00052, 1.09051
 1168.0000, 0.0051593192, 1.00059, 1.08951
 1176.0000, 0.0059135862, 1.00068, 1.08846
 1184.0000, 0.0067529692, 1.00078, 1.08737
 1192.0000, 0.0076843925, 1.00089, 1.08625
 1200.0000, 0.0087151236, 1.00100, 1.08509
 1208.0000, 0.0098527767, 1.00113, 1.08389
 1216.0000, 0.0111053151, 1.00128, 1.08266
 1224.0000, 0.0124810530, 1.00144, 1.08140
 1232.0000, 0.0139886561, 1.00161, 1.08011
 1240.0000, 0.0156371413, 1.00180, 1.07880
 1248.0000, 0.0174358763, 1.00201, 1.07745
 1256.0000, 0.0193945768, 1.00224, 1.07608
 1264.0000, 0.0215233040, 1.00248, 1.07469
 1272.0000, 0.0238324602, 1.00275, 1.07328
 1280.0000, 0.0263327839, 1.00304, 1.07184
 1288.0000, 0.0290353433, 1.00335, 1.07039
 1296.0000, 0.0319515291, 1.00369, 1.06893
 1304.0000, 0.0350930459, 1.00405, 1.06745
 1312.0000, 0.0384719021, 1.00444, 1.06596
 1320.0000, 0.0421003995, 1.00486, 1.06446
 1328.0000, 0.0459911208, 1.00531, 1.06295
 1336.0000, 0.0501569163, 1.00579, 1.06143
 1344.0000, 0.0546108891, 1.00631, 1.05991
 1352.0000, 0.0593663792, 1.00686, 1.05840
 1360.0000, 0.0644369465, 1.00745, 1.05688
 1368.0000, 0.0698363524, 1.00807, 1.05536
 1376.0000, 0.0755785398, 1.00874, 1.05385
 1384.0000, 0.0816776125, 1.00945, 1.05235
 1392.0000, 0.0881478130, 1.01020, 1.05086
 1400.0000, 0.0950034990, 1.01100, 1.04937
 1408.0000, 0.1022591194, 1.01184, 1.04791
 1416.0000, 0.1099291880, 1.01274, 1.04646
 1424.0000, 0.1180282572, 1.01368, 1.04503
 1432.0000, 0.1265708904, 1.01468, 1.04362
 1440.0000, 0.1355716325, 1.01573, 1.04223
 1448.0000, 0.1450449811, 1.01684, 1.04087
 1456.0000, 0.1550053549, 1.01801, 1.03954
 1464.0000, 0.1654670631, 1.01923, 1.03824
 1472.0000, 0.1764442728, 1.02052, 1.03697
 1480.0000, 0.1879509761, 1.02187, 1.03574
 1488.0000, 0.2000009569, 1.02329, 1.03454
 1496.0000, 0.2126077569, 1.02478, 1.03339
 1504.0000, 0.2257846412, 1.02634, 1.03228
 1512.0000, 0.2395445637, 1.02796, 1.03121
 1520.0000, 0.2539001324, 1.02966, 1.03020
 1528.0000, 0.2688635746, 1.03144, 1.02923
 1536.0000, 0.2844467019, 1.03329, 1.02832
 1544.0000, 0.3006608756, 1.03522, 1.02746
 1552.0000, 0.3175169722, 1.03723, 1.02666
 1560.0000, 0.3350253497, 1.03932, 1.02592
 1568.0000, 0.3531958136, 1.04150, 1.02524
 1576.0000, 0.3720375845, 1.04376, 1.02463
 1584.0000, 0.3915592660, 1.04611, 1.02408
 1592.0000, 0.4117688132, 1.04855, 1.02361
 1600.0000, 0.4326735029, 1.05107, 1.02320
 1608.0000, 0.4542799042, 1.05369, 1.02288
 1616.0000, 0.4765938512, 1.05640, 1.02263
 1624.0000, 0.4996204164, 1.05921, 1.02245
 1632.0000, 0.5233638856, 1.06211, 1.02236
 1640.0000, 0.5478277350, 1.06510, 1.02236
 1648.0000, 0.5730146096, 1.06820, 1.02244
 1656.0000, 0.5989263030, 1.07139, 1.02261
 1664.0000, 0.6255637402, 1.07468, 1.02287
 1672.0000, 0.6529269611, 1.07807, 1.02322
 1680.0000, 0.6810151071, 1.08156, 1.02367
 1688.0000, 0.7098264090, 1.08515, 1.02422
 1696.0000, 0.7393581778, 1.08885, 1.02486
 1704.0000, 0.7696067975, 1.09265, 1.02561
 1712.0000, 0.8005677196, 1.09655, 1.02646
 1720.0000, 0.8322354608, 1.10056, 1.02742
 1728.0000, 0.8646036025, 1.10466, 1.02848
 1736.0000, 0.8976647927, 1.10888, 1.02966
 1744.0000, 0.9314107507, 1.11319, 1.03095
 1752.0000, 0.9658322729, 1.11761, 1.03235
 1760.0000, 1.0009192425, 1.12214, 1.03386
 1768.0000, 1.0366606407, 1.12676, 1.03550
 1776.0000, 1.0730445597, 1.13149, 1.03725
 1784.0000, 1.1100582186, 1.13633, 1.03913
 1792.0000, 1.1476879815, 1.14126, 1.04112
 1800.0000, 1.1859193771, 1.14629, 1.04324
 1808.0000, 1.2247371207, 1.15143, 1.04549
 1816.0000, 1.2641251380, 1.15666, 1.04787
 1824.0000, 1.3040665906, 1.16199, 1.05037
 1832.0000, 1.3445439041, 1.16742, 1.05300
 1840.0000, 1.3855387962, 1.17294, 1.05577
 1848.0000, 1.4270323080, 1.17856, 1.05867
 1856.0000, 1.4690048359, 1.18427, 1.06170
 1864.0000, 1.5114361648, 1.19007, 1.06487
 1872.0000, 1.5543055027, 1.19596, 1.06817
 1880.0000, 1.5975915168, 1.20193, 1.07162
 1888.0000, 1.6412723694, 1.20799, 1.07520
 1896.0000, 1.6853257560, 1.21413, 1.07892
 1904.0000, 1.7297289434, 1.22036, 1.08278
 1912.0000, 1.7744588085, 1.22666, 1.08679
 1920.0000, 1.8194918778, 1.23303, 1.09093
 1928.0000, 1.8648043669, 1.23948, 1.09522
 1936.0000, 1.9103722210, 1.24600, 1.09966
 1944.0000, 1.9561711547, 1.25259, 1.10423
 1952.0000, 2.0021766926, 1.25924, 1.10896
 1960.0000, 2.0483642093, 1.26595, 1.11383
 1968.0000, 2.0947089699, 1.27273, 1.11884
 1976.0000, 2.1411861694, 1.27956, 1.12400
 1984.0000, 2.1877709727, 1.28644, 1.12931
 1992.0000, 2.2344385538, 1.29337, 1.13476
 2000.0000, 2.2811641341, 1.30034, 1.14036
 2008.0000, 2.3279230211, 1.30736, 1.14610
 2016.0000, 2.3746906455, 1.31442, 1.15200
 2024.0000, 2.4214425983, 1.32152, 1.15803
 2032.0000, 2.4681546672, 1.32864, 1.16422
 2040.0000, 2.5148028712, 1.33580, 1.17055
 2048.0000, 2.5613634961, 1.34298, 1.17703
 2056.0000, 2.6078131272, 1.35018, 1.18365
 2064.0000, 2.6541286827, 1.35740, 1.19042
 2072.0000, 2.7002874452, 1.36463, 1.19733
 2080.0000, 2.7462670927, 1.37187, 1.20438
 2088.0000, 2.7920457280, 1.37912, 1.21158
 2096.0000, 2.8376019082, 1.38637, 1.21891
 2104.0000, 2.8829146720, 1.39362, 1.22639
 2112.0000, 2.9279635664, 1.40087, 1.23401
 2120.0000, 2.9727286728, 1.40811, 1.24177
 2128.0000, 3.0171906315, 1.41534, 1.24967
 2136.0000, 3.0613306651, 1.42255, 1.25770
 2144.0000, 3.1051306015, 1.42974, 1.26587
 2152.0000, 3.1485728949, 1.43691, 1.27417
 2160.0000, 3.1916406469, 1.44405, 1.28261
 2168.0000, 3.2343176254, 1.45116, 1.29117
 2176.0000, 3.2765882834, 1.45824, 1.29987
 2184.0000, 3.3184377762, 1.46528, 1.30869
 2192.0000, 3.3598519781, 1.47229, 1.31764
 2200.0000, 3.4008174973, 1.47925, 1.32671
 2208.0000, 3.4413216910, 1.48616, 1.33590
 2216.0000, 3.4813526781, 1.49303, 1.34522
 2224.0000, 3.5208993525, 1.49984, 1.35465
 2232.0000, 3.5599513939, 1.50660, 1.36420
 2240.0000, 3.5984992790, 1.51330, 1.37386
 2248.0000, 3.6365342908, 1.51994, 1.38363
 2256.0000, 3.6740485273, 1.52652, 1.39351
 2264.0000, 3.7110349096, 1.53303, 1.40350
 2272.0000, 3.7474871886, 1.53948, 1.41359
 2280.0000, 3.7833999508, 1.54586, 1.42378
 2288.0000, 3.8187686238, 1.55217, 1.43407
 2296.0000, 3.8535894800, 1.55840, 1.44446
 2304.0000, 3.8878596402, 1.56456, 1.45494
 2312.0000, 3.9215770755, 1.57065, 1.46551
 2320.0000, 3.9547406092, 1.57666, 1.47616
 2328.0000, 3.9873499167, 1.58259, 1.48690
 2336.0000, 4.0194055255, 1.58844, 1.49772
 2344.0000, 4.0509088133, 1.59421, 1.50862
 2352.0000, 4.0818620061, 1.59990, 1.51959
 2360.0000, 4.1122681741, 1.60551, 1.53063
 2368.0000, 4.1421312282, 1.61104, 1.54174
 2376.0000, 4.1714559137, 1.61649, 1.55291
 2384.0000, 4.2002478043, 1.62186, 1.56415
 2392.0000, 4.2285132944, 1.62714, 1.57544
 2400.0000, 4.2562595908, 1.63235, 1.58678
 2408.0000, 4.2834947023, 1.63748, 1.59817
 2416.0000, 4.3102274294, 1.64252, 1.60961
 2424.0000, 4.3364673520, 1.64749, 1.62109
 2432.0000, 4.3622248162, 1.65238, 1.63260
 2440.0000, 4.3875109197, 1.65720, 1.64415
 2448.0000, 4.4123374961, 1.66195, 1.65573
 2456.0000, 4.4367170979, 1.66662, 1.66733
 2464.0000, 4.4606629782, 1.67122, 1.67896
 2472.0000, 4.4841890708, 1.67575, 1.69060
 2480.0000, 4.5073099693, 1.68022, 1.70225
 2488.0000, 4.5300409045, 1.68462, 1.71392
 2496.0000, 4.5523977207, 1.68896, 1.72558
 2504.0000, 4.5743968501, 1.69325, 1.73725
 2512.0000, 4.5960552864, 1.69747, 1.74891
 2520.0000, 4.6173905559, 1.70165, 1.76056
 2528.0000, 4.6384206885, 1.70577, 1.77220
 2536.0000, 4.6591641856, 1.70985, 1.78382
 2544.0000, 4.6796399882, 1.71389, 1.79541
 2552.0000, 4.6998674418, 1.71788, 1.80698
 2560.0000, 4.7198662613, 1.72184, 1.81852
 2568.0000, 4.7396564933, 1.72577, 1.83002
 2576.0000, 4.7592584775, 1.72967, 1.84147
 2584.0000, 4.7786928066, 1.73354, 1.85288
 2592.0000, 4.7979802843, 1.73740, 1.86424
 2600.0000, 4.8171418832, 1.74123, 1.87554
 2608.0000, 4.8361986992, 1.74506, 1.88678
 2616.0000, 4.8551719071, 1.74887, 1.89796
 2624.0000, 4.8740827131, 1.75269, 1.90906
 2632.0000, 4.8929523067, 1.75650, 1.92008
 2640.0000, 4.9118018121, 1.76031, 1.93103
 2648.0000, 4.9306522378, 1.76414, 1.94189
 2656.0000, 4.9495244258, 1.76798, 1.95266
 2664.0000, 4.9684389994, 1.77183, 1.96333
 2672.0000, 4.9874163113, 1.77570, 1.97390
 2680.0000, 5.0064763900, 1.77961, 1.98436
 2688.0000, 5.0256388868, 1.78354, 1.99472
 2696.0000, 5.0449230215, 1.78750, 2.00495
 2704.0000, 5.0643475284, 1.79150, 2.01507
 2712.0000, 5.0839306028, 1.79555, 2.02506
 2720.0000, 5.1036898463, 1.79964, 2.03491
 2728.0000, 5.1236422136, 1.80377, 2.04464
 2736.0000, 5.1438039590, 1.80797, 2.05421
 2744.0000, 5.1641905840, 1.81221, 2.06365
 2752.0000, 5.1848167852, 1.81652, 2.07293
 2760.0000, 5.2056964034, 1.82089, 2.08205
 2768.0000, 5.2268423736, 1.82533, 2.09102
 2776.0000, 5.2482666768, 1.82984, 2.09981
 2784.0000, 5.2699802922, 1.83442, 2.10844
 2792.0000, 5.2919931524, 1.83908, 2.11689
 2800.0000, 5.3143140990, 1.84381, 2.12515
 2808.0000, 5.3369508409, 1.84862, 2.13323
 2816.0000, 5.3599099148, 1.85351, 2.14112
 2824.0000, 5.3831966470, 1.85849, 2.14881
 2832.0000, 5.4068151189, 1.86355, 2.15631
 2840.0000, 5.4307681336, 1.86869, 2.16359
 2848.0000, 5.4550571862, 1.87393, 2.17067
 2856.0000, 5.4796824361, 1.87925, 2.17753
 2864.0000, 5.5046426824, 1.88466, 2.18417
 2872.0000, 5.5299353421, 1.89015, 2.19058
 2880.0000, 5.5555564315, 1.89574, 2.19677
 2888.0000, 5.5815005499, 1.90141, 2.20272
 2896.0000, 5.6077608671, 1.90716, 2.20844
 2904.0000, 5.6343291138, 1.91301, 2.21391
 2912.0000, 5.6611955743, 1.91893, 2.21913
 2920.0000, 5.6883490837, 1.92494, 2.22411
 2928.0000, 5.7157770267, 1.93103, 2.22882
 2936.0000, 5.7434653401, 1.93719, 2.23328
 2944.0000, 5.7713985184, 1.94343, 2.23747
 2952.0000, 5.7995596219, 1.94975, 2.24140
 2960.0000, 5.8279302876, 1.95612, 2.24505
 2968.0000, 5.8564907430, 1.96257, 2.24842
 2976.0000, 5.8852198225, 1.96907, 2.25151
 2984.0000, 5.9140949862, 1.97563, 2.25432
 2992.0000, 5.9430923407, 1.98223, 2.25684
 3000.0000, 5.9721866628, 1.98888, 2.25907
 3008.0000, 6.0013514245, 1.99557, 2.26100
 3016.0000, 6.0305588206, 2.00229, 2.26263
 3024.0000, 6.0597797973, 2.00904, 2.26396
 3032.0000, 6.0889840825, 2.01581, 2.26499
 3040.0000, 6.1181402183, 2.02259, 2.26570
 3048.0000, 6.1472155933, 2.02937, 2.26610
 3056.0000, 6.1761764767, 2.03615, 2.26618
 3064.0000, 6.2049880531, 2.04291, 2.26594
 3072.0000, 6.2336144580, 2.04965, 2.26538
 3080.0000, 6.2620188131, 2.05637, 2.26450
 3088.0000, 6.2901632628, 2.06304, 2.26328
 3096.0000, 6.3180090094, 2.06967, 2.26173
 3104.0000, 6.3455163495, 2.07623, 2.25985
 3112.0000, 6.3726447095, 2.08273, 2.25763
 3120.0000, 6.3993526798, 2.08914, 2.25508
 3128.0000, 6.4255980498, 2.09546, 2.25218
 3136.0000, 6.4513378407, 2.10168, 2.24893
 3144.0000, 6.4765283379, 2.10779, 2.24534
 3152.0000, 6.5011251224, 2.11376, 2.24140
 3160.0000, 6.5250830999, 2.11960, 2.23711
 3168.0000, 6.5483565297, 2.12529, 2.23247
 3176.0000, 6.5708990507, 2.13081, 2.22747
 3184.0000, 6.5926637066, 2.13616, 2.22212
 3192.0000, 6.6136029684, 2.14131, 2.21640
 3200.0000, 6.6336687556, 2.14627, 2.21033
 3208.0000, 6.6528124546, 2.15100, 2.20390
 3216.0000, 6.6709849353, 2.15551, 2.19710
 3224.0000, 6.6881365649, 2.15977, 2.18994
 3232.0000, 6.7042172195, 2.16377, 2.18242
 3240.0000, 6.7191762932, 2.16750, 2.17453
 3248.0000, 6.7329627039, 2.17094, 2.16627
 3256.0000, 6.7455248972, 2.17408, 2.15764
 3264.0000, 6.7568108465, 2.17691, 2.14865
 3272.0000, 6.7667680507, 2.17941, 2.13929
 3280.0000, 6.7753435286, 2.18156, 2.12955
 3288.0000, 6.7824838102, 2.18335, 2.11945
 3296.0000, 6.7881349243, 2.18478, 2.10898
 3304.0000, 6.7922423833, 2.18581, 2.09814
 3312.0000, 6.7947511639, 2.18644, 2.08692
 3320.0000, 6.7956056846, 2.18666, 2.07534
 3328.0000, 6.7947497789, 2.18644, 2.06339
 3336.0000, 6.7921266651, 2.18578, 2.05106
 3344.0000, 6.7876789116, 2.18466, 2.03837
 3352.0000, 6.7813483982, 2.18307, 2.02531
 3360.0000, 6.7730762730, 2.18099, 2.01188
 3368.0000, 6.7628029042, 2.17841, 1.99808
 3376.0000, 6.7504678278, 2.17532, 1.98392
 3384.0000, 6.7360096892, 2.17170, 1.96939
 3392.0000, 6.7193661807, 2.16755, 1.95450
 3400.0000, 6.7004739722, 2.16284, 1.93924
 3408.0000, 6.6792686365, 2.15756, 1.92363
 3416.0000, 6.6556845682, 2.15171, 1.90765
 3424.0000, 6.6296548955, 2.14527, 1.89131
 3432.0000, 6.6011113853, 2.13824, 1.87462
 3440.0000, 6.5699843403, 2.13059, 1.85757
 3448.0000, 6.5362024878, 2.12232, 1.84017
 3456.0000, 6.4996928600, 2.11341, 1.82241
 3464.0000, 6.4603806640, 2.10387, 1.80431
 3472.0000, 6.4181891427, 2.09368, 1.78586
 3480.0000, 6.3730394233, 2.08282, 1.76707
 3488.0000, 6.3248503545, 2.07130, 1.74793
 3496.0000, 6.2735383303, 2.05910, 1.72846
 3504.0000, 6.2190170994, 2.04621, 1.70864
 3512.0000, 6.1611975595, 2.03264, 1.68850
 3520.0000, 6.0999875333, 2.01836, 1.66802
 3528.0000, 6.0352915274, 2.00339, 1.64721
 3536.0000, 5.9670104691, 1.98770, 1.62608
 3544.0000, 5.8950414214, 1.97130, 1.60463
 3552.0000, 5.8192772726, 1.95418, 1.58286
 3560.0000, 5.7396063982, 1.93633, 1.56078
 3568.0000, 5.6559122924, 1.91777, 1.53838
 3576.0000, 5.5680731651, 1.89847, 1.51568
 3584.0000, 5.4759615012, 1.87844, 1.49267
 3592.0000, 5.3794435775, 1.85769, 1.46936
 3600.0000, 5.2783789325, 1.83620, 1.44576
 3608.0000, 5.1726197831, 1.81397, 1.42186
 3616.0000, 5.0620103811, 1.79102, 1.39768
 3624.0000, 4.9463863041, 1.76734, 1.37321
 3632.0000, 4.8255736692, 1.74292, 1.34846
 3640.0000, 4.6993882622, 1.71779, 1.32344
 3648.0000, 4.5676345688, 1.69193, 1.29815
 3656.0000, 4.4301046961, 1.66535, 1.27259
 3664.0000, 4.2865771674, 1.63806, 1.24678
 3672.0000, 4.1368155726, 1.61006, 1.22070
 3680.0000, 3.9805670530, 1.58135, 1.19438
 3688.0000, 3.8175605952, 1.55195, 1.16780
 3696.0000, 3.6475051044, 1.52186, 1.14099
 3704.0000, 3.4700872211, 1.49109, 1.11394
 3712.0000, 3.2849688400, 1.45965, 1.08666
